path,participant_id,sequence_id,sign,label
train_landmark_files/62590/2705922108.parquet,62590,2705922108,dirty,57
train_landmark_files/55372/4128034651.parquet,55372,4128034651,stuck,209
train_landmark_files/29302/3698582932.parquet,29302,3698582932,see,193
train_landmark_files/53618/2243473677.parquet,53618,2243473677,find,78
train_landmark_files/25571/1898280843.parquet,25571,1898280843,grandma,99
train_landmark_files/25571/2934532401.parquet,25571,2934532401,scissors,192
train_landmark_files/25571/2970697266.parquet,25571,2970697266,duck,67
train_landmark_files/34503/276215195.parquet,34503,276215195,owl,165
train_landmark_files/22343/3541116874.parquet,22343,3541116874,mitten,144
train_landmark_files/4718/1950995470.parquet,4718,1950995470,think,217
train_landmark_files/22343/1412106589.parquet,22343,1412106589,gift,92
train_landmark_files/16069/1392087487.parquet,16069,1392087487,police,174
train_landmark_files/37055/2196060920.parquet,37055,2196060920,clown,49
train_landmark_files/26734/4050547793.parquet,26734,4050547793,snow,203
train_landmark_files/26734/2264314629.parquet,26734,2264314629,if,123
train_landmark_files/16069/672389815.parquet,16069,672389815,cute,54
train_landmark_files/27610/3912744325.parquet,27610,3912744325,lamp,130
train_landmark_files/37779/1782842065.parquet,37779,1782842065,callonphone,34
train_landmark_files/16069/3741806225.parquet,16069,3741806225,happy,105
train_landmark_files/27610/2738183373.parquet,27610,2738183373,store,207
train_landmark_files/22343/3061427561.parquet,22343,3061427561,yucky,247
train_landmark_files/36257/2358885410.parquet,36257,2358885410,every,71
train_landmark_files/28656/3652085088.parquet,28656,3652085088,penny,169
train_landmark_files/61333/836502664.parquet,61333,836502664,doll,59
train_landmark_files/53618/3905578993.parquet,53618,3905578993,if,123
train_landmark_files/34503/4028922561.parquet,34503,4028922561,haveto,109
train_landmark_files/62590/4117217037.parquet,62590,4117217037,minemy,143
train_landmark_files/29302/1640292250.parquet,29302,1640292250,shower,197
train_landmark_files/37055/3682805791.parquet,37055,3682805791,no,153
train_landmark_files/34503/2695340922.parquet,34503,2695340922,close,46
train_landmark_files/32319/3450590388.parquet,32319,3450590388,up,230
train_landmark_files/30680/1560487527.parquet,30680,1560487527,pajamas,166
train_landmark_files/49445/2842016332.parquet,49445,2842016332,person,170
train_landmark_files/55372/3433568891.parquet,55372,3433568891,radio,182
train_landmark_files/34503/361640618.parquet,34503,361640618,doll,59
train_landmark_files/37055/2167665856.parquet,37055,2167665856,puppy,179
train_landmark_files/61333/2047614947.parquet,61333,2047614947,cry,52
train_landmark_files/2044/948896182.parquet,2044,948896182,boy,29
train_landmark_files/55372/3926150281.parquet,55372,3926150281,fall,74
train_landmark_files/37055/2524964623.parquet,37055,2524964623,think,217
train_landmark_files/32319/2383388475.parquet,32319,2383388475,if,123
train_landmark_files/37779/2581338032.parquet,37779,2581338032,before,20
train_landmark_files/49445/947010586.parquet,49445,947010586,another,6
train_landmark_files/61333/1238799619.parquet,61333,1238799619,hen,114
train_landmark_files/29302/3494588776.parquet,29302,3494588776,orange,162
train_landmark_files/62590/1100017326.parquet,62590,1100017326,lion,133
train_landmark_files/4718/686836800.parquet,4718,686836800,elephant,69
train_landmark_files/37779/1232742927.parquet,37779,1232742927,dry,65
train_landmark_files/61333/441466574.parquet,61333,441466574,jacket,125
train_landmark_files/55372/233789046.parquet,55372,233789046,water,234
train_landmark_files/32319/4029210787.parquet,32319,4029210787,hungry,121
train_landmark_files/37779/758806879.parquet,37779,758806879,mouth,149
train_landmark_files/28656/4276319617.parquet,28656,4276319617,boy,29
train_landmark_files/36257/3181369887.parquet,36257,3181369887,radio,182
train_landmark_files/61333/134508571.parquet,61333,134508571,bug,32
train_landmark_files/53618/448741139.parquet,53618,448741139,high,117
train_landmark_files/25571/3891905145.parquet,25571,3891905145,child,42
train_landmark_files/27610/3796151003.parquet,27610,3796151003,feet,77
train_landmark_files/22343/1381519541.parquet,22343,1381519541,shoe,196
train_landmark_files/36257/733446635.parquet,36257,733446635,better,22
train_landmark_files/22343/3787203946.parquet,22343,3787203946,gift,92
train_landmark_files/27610/349403323.parquet,27610,349403323,uncle,228
train_landmark_files/37779/2587579626.parquet,37779,2587579626,beside,21
train_landmark_files/22343/741657120.parquet,22343,741657120,farm,75
train_landmark_files/53618/3176695322.parquet,53618,3176695322,that,215
train_landmark_files/29302/375917294.parquet,29302,375917294,look,136
train_landmark_files/4718/2136225710.parquet,4718,2136225710,brown,31
train_landmark_files/37779/1067631606.parquet,37779,1067631606,thankyou,214
train_landmark_files/37055/4287954659.parquet,37055,4287954659,hide,116
train_landmark_files/27610/3872059191.parquet,27610,3872059191,give,95
train_landmark_files/26734/3946793861.parquet,26734,3946793861,zipper,249
train_landmark_files/2044/144165813.parquet,2044,144165813,hide,116
train_landmark_files/26734/3182046410.parquet,26734,3182046410,because,16
train_landmark_files/53618/1809484258.parquet,53618,1809484258,feet,77
train_landmark_files/29302/1910457954.parquet,29302,1910457954,if,123
train_landmark_files/62590/1297132691.parquet,62590,1297132691,thankyou,214
train_landmark_files/4718/2905115560.parquet,4718,2905115560,shirt,195
train_landmark_files/29302/3803504065.parquet,29302,3803504065,sleep,199
train_landmark_files/55372/3624180926.parquet,55372,3624180926,uncle,228
train_landmark_files/49445/2111977591.parquet,49445,2111977591,fish,84
train_landmark_files/22343/3880730884.parquet,22343,3880730884,lips,134
train_landmark_files/26734/1402189639.parquet,26734,1402189639,empty,70
train_landmark_files/32319/1793687279.parquet,32319,1793687279,thankyou,214
train_landmark_files/37055/3754008583.parquet,37055,3754008583,chair,40
train_landmark_files/22343/3558413351.parquet,22343,3558413351,see,193
train_landmark_files/28656/491358624.parquet,28656,491358624,donkey,60
train_landmark_files/30680/4135421536.parquet,30680,4135421536,yellow,243
train_landmark_files/28656/2593703526.parquet,28656,2593703526,tooth,223
train_landmark_files/53618/2615471638.parquet,53618,2615471638,jump,127
train_landmark_files/32319/1102062445.parquet,32319,1102062445,pretty,178
train_landmark_files/16069/3430196128.parquet,16069,3430196128,yourself,246
train_landmark_files/28656/2219865871.parquet,28656,2219865871,cow,50
train_landmark_files/55372/526370632.parquet,55372,526370632,cheek,41
train_landmark_files/32319/2570335572.parquet,32319,2570335572,shhh,194
train_landmark_files/25571/3745100763.parquet,25571,3745100763,brother,30
train_landmark_files/61333/3755078484.parquet,61333,3755078484,wolf,242
train_landmark_files/37055/969951879.parquet,37055,969951879,backyard,12
train_landmark_files/36257/2369131908.parquet,36257,2369131908,later,131
train_landmark_files/61333/2071548857.parquet,61333,2071548857,tiger,219
train_landmark_files/25571/2109370803.parquet,25571,2109370803,any,7
train_landmark_files/4718/1339088376.parquet,4718,1339088376,thankyou,214
train_landmark_files/28656/120037207.parquet,28656,120037207,green,102
train_landmark_files/22343/1016351470.parquet,22343,1016351470,better,22
train_landmark_files/36257/761528875.parquet,36257,761528875,first,83
train_landmark_files/37055/2211513680.parquet,37055,2211513680,dad,55
train_landmark_files/30680/3769432017.parquet,30680,3769432017,pen,167
train_landmark_files/22343/460924009.parquet,22343,460924009,up,230
train_landmark_files/4718/1376912468.parquet,4718,1376912468,noisy,154
train_landmark_files/37779/2607742651.parquet,37779,2607742651,man,140
train_landmark_files/55372/4048620299.parquet,55372,4048620299,finish,81
train_landmark_files/55372/3982194491.parquet,55372,3982194491,milk,142
train_landmark_files/32319/2417266860.parquet,32319,2417266860,haveto,109
train_landmark_files/28656/495757045.parquet,28656,495757045,face,73
train_landmark_files/2044/2341450559.parquet,2044,2341450559,frog,90
train_landmark_files/25571/4074758289.parquet,25571,4074758289,bath,15
train_landmark_files/16069/3365786909.parquet,16069,3365786909,glasswindow,96
train_landmark_files/55372/1133211489.parquet,55372,1133211489,goose,98
train_landmark_files/22343/4069497961.parquet,22343,4069497961,old,159
train_landmark_files/22343/771189895.parquet,22343,771189895,gift,92
train_landmark_files/53618/1116945368.parquet,53618,1116945368,snack,202
train_landmark_files/28656/636396216.parquet,28656,636396216,chocolate,44
train_landmark_files/18796/3313875951.parquet,18796,3313875951,backyard,12
train_landmark_files/55372/23564468.parquet,55372,23564468,noisy,154
train_landmark_files/36257/3454016810.parquet,36257,3454016810,chair,40
train_landmark_files/25571/2051905978.parquet,25571,2051905978,dog,58
train_landmark_files/28656/3988544905.parquet,28656,3988544905,pencil,168
train_landmark_files/29302/1770476476.parquet,29302,1770476476,bedroom,18
train_landmark_files/25571/3675416682.parquet,25571,3675416682,finish,81
train_landmark_files/30680/211174437.parquet,30680,211174437,loud,137
train_landmark_files/37055/4024402907.parquet,37055,4024402907,hot,120
train_landmark_files/32319/2303234012.parquet,32319,2303234012,like,132
train_landmark_files/26734/2177296110.parquet,26734,2177296110,kiss,128
train_landmark_files/18796/2925389391.parquet,18796,2925389391,yucky,247
train_landmark_files/29302/217701029.parquet,29302,217701029,nose,155
train_landmark_files/34503/2993307080.parquet,34503,2993307080,toy,226
train_landmark_files/37055/4042069284.parquet,37055,4042069284,drop,64
train_landmark_files/61333/754163674.parquet,61333,754163674,snow,203
train_landmark_files/61333/2403898540.parquet,61333,2403898540,open,161
train_landmark_files/25571/2463018210.parquet,25571,2463018210,sad,189
train_landmark_files/28656/2597016420.parquet,28656,2597016420,zipper,249
train_landmark_files/55372/139232586.parquet,55372,139232586,smile,201
train_landmark_files/49445/228735162.parquet,49445,228735162,cow,50
train_landmark_files/37779/602270117.parquet,37779,602270117,yellow,243
train_landmark_files/53618/3332012691.parquet,53618,3332012691,that,215
train_landmark_files/16069/3451585214.parquet,16069,3451585214,shower,197
train_landmark_files/53618/303695283.parquet,53618,303695283,fast,76
train_landmark_files/4718/503647209.parquet,4718,503647209,cloud,48
train_landmark_files/16069/2640064479.parquet,16069,2640064479,arm,9
train_landmark_files/32319/1376817165.parquet,32319,1376817165,sad,189
train_landmark_files/36257/2262558577.parquet,36257,2262558577,yellow,243
train_landmark_files/2044/2016278970.parquet,2044,2016278970,minemy,143
train_landmark_files/32319/1590481227.parquet,32319,1590481227,gift,92
train_landmark_files/37779/791475036.parquet,37779,791475036,fish,84
train_landmark_files/25571/1694462269.parquet,25571,1694462269,horse,119
train_landmark_files/37779/2589017939.parquet,37779,2589017939,horse,119
train_landmark_files/25571/3888905037.parquet,25571,3888905037,loud,137
train_landmark_files/30680/346624535.parquet,30680,346624535,feet,77
train_landmark_files/22343/1536001129.parquet,22343,1536001129,owl,165
train_landmark_files/55372/878279605.parquet,55372,878279605,vacuum,231
train_landmark_files/37055/2236238068.parquet,37055,2236238068,girl,94
train_landmark_files/25571/716697736.parquet,25571,716697736,pretty,178
train_landmark_files/34503/334697043.parquet,34503,334697043,moon,146
train_landmark_files/32319/2390132483.parquet,32319,2390132483,can,35
train_landmark_files/61333/3692682578.parquet,61333,3692682578,touch,225
train_landmark_files/26734/1000241583.parquet,26734,1000241583,duck,67
train_landmark_files/49445/2779083072.parquet,49445,2779083072,puzzle,180
train_landmark_files/26734/2059882673.parquet,26734,2059882673,sleepy,200
train_landmark_files/29302/3630439130.parquet,29302,3630439130,rain,183
train_landmark_files/4718/3854002732.parquet,4718,3854002732,noisy,154
train_landmark_files/22343/703174321.parquet,22343,703174321,high,117
train_landmark_files/28656/493541932.parquet,28656,493541932,dirty,57
train_landmark_files/53618/1303206631.parquet,53618,1303206631,boat,27
train_landmark_files/36257/2919036302.parquet,36257,2919036302,read,184
train_landmark_files/62590/2548866805.parquet,62590,2548866805,car,36
train_landmark_files/25571/1694678850.parquet,25571,1694678850,who,239
train_landmark_files/2044/4059612144.parquet,2044,4059612144,hot,120
train_landmark_files/27610/909176784.parquet,27610,909176784,lion,133
train_landmark_files/37779/3686550272.parquet,37779,3686550272,chocolate,44
train_landmark_files/62590/1102733603.parquet,62590,1102733603,hello,113
train_landmark_files/2044/4265562687.parquet,2044,4265562687,bath,15
train_landmark_files/34503/2994367475.parquet,34503,2994367475,boy,29
train_landmark_files/30680/3496825225.parquet,30680,3496825225,mouth,149
train_landmark_files/37055/6717046.parquet,37055,6717046,owie,164
train_landmark_files/53618/2674907818.parquet,53618,2674907818,mad,138
train_landmark_files/30680/3628619800.parquet,30680,3628619800,blue,26
train_landmark_files/55372/4182320609.parquet,55372,4182320609,garbage,91
train_landmark_files/34503/1561090381.parquet,34503,1561090381,go,97
train_landmark_files/30680/2257921493.parquet,30680,2257921493,nose,155
train_landmark_files/28656/91764121.parquet,28656,91764121,story,208
train_landmark_files/2044/1146360573.parquet,2044,1146360573,horse,119
train_landmark_files/53618/2241037846.parquet,53618,2241037846,ear,68
train_landmark_files/36257/254993240.parquet,36257,254993240,fine,79
train_landmark_files/61333/912832800.parquet,61333,912832800,cute,54
train_landmark_files/55372/2758883044.parquet,55372,2758883044,closet,47
train_landmark_files/16069/3735940584.parquet,16069,3735940584,any,7
train_landmark_files/26734/67119514.parquet,26734,67119514,happy,105
train_landmark_files/18796/545104265.parquet,18796,545104265,wake,233
train_landmark_files/61333/3233929855.parquet,61333,3233929855,yellow,243
train_landmark_files/61333/1566763395.parquet,61333,1566763395,on,160
train_landmark_files/26734/756159241.parquet,26734,756159241,underwear,229
train_landmark_files/37779/556640670.parquet,37779,556640670,zebra,248
train_landmark_files/32319/2603965185.parquet,32319,2603965185,mom,145
train_landmark_files/30680/3776449921.parquet,30680,3776449921,fine,79
train_landmark_files/28656/229869609.parquet,28656,229869609,wet,235
train_landmark_files/53618/2630216804.parquet,53618,2630216804,stairs,204
train_landmark_files/49445/2062826420.parquet,49445,2062826420,duck,67
train_landmark_files/34503/2588945467.parquet,34503,2588945467,chocolate,44
train_landmark_files/22343/4082196487.parquet,22343,4082196487,feet,77
train_landmark_files/53618/793081323.parquet,53618,793081323,doll,59
train_landmark_files/34503/1974247332.parquet,34503,1974247332,high,117
train_landmark_files/16069/1197126423.parquet,16069,1197126423,that,215
train_landmark_files/36257/206623405.parquet,36257,206623405,yesterday,245
train_landmark_files/49445/1288774202.parquet,49445,1288774202,mouth,149
train_landmark_files/36257/3456841167.parquet,36257,3456841167,chocolate,44
train_landmark_files/30680/449570325.parquet,30680,449570325,pizza,172
train_landmark_files/29302/1567347767.parquet,29302,1567347767,ride,187
train_landmark_files/36257/3993174145.parquet,36257,3993174145,horse,119
train_landmark_files/18796/2238355556.parquet,18796,2238355556,clown,49
train_landmark_files/30680/3426167580.parquet,30680,3426167580,can,35
train_landmark_files/18796/1898739009.parquet,18796,1898739009,lion,133
train_landmark_files/29302/4184466937.parquet,29302,4184466937,kiss,128
train_landmark_files/32319/2593941763.parquet,32319,2593941763,carrot,37
train_landmark_files/28656/2278816228.parquet,28656,2278816228,man,140
train_landmark_files/27610/3589096750.parquet,27610,3589096750,snow,203
train_landmark_files/53618/1448578811.parquet,53618,1448578811,morning,147
train_landmark_files/32319/2143507557.parquet,32319,2143507557,gift,92
train_landmark_files/36257/1303497353.parquet,36257,1303497353,helicopter,112
train_landmark_files/26734/46382197.parquet,26734,46382197,pajamas,166
train_landmark_files/4718/1422386333.parquet,4718,1422386333,pajamas,166
train_landmark_files/36257/4006046093.parquet,36257,4006046093,aunt,10
train_landmark_files/29302/3284947639.parquet,29302,3284947639,empty,70
train_landmark_files/4718/1911459759.parquet,4718,1911459759,gift,92
train_landmark_files/27610/1244260151.parquet,27610,1244260151,penny,169
train_landmark_files/37779/3738908867.parquet,37779,3738908867,gum,103
train_landmark_files/62590/2376428663.parquet,62590,2376428663,nose,155
train_landmark_files/2044/4227510392.parquet,2044,4227510392,callonphone,34
train_landmark_files/32319/51146112.parquet,32319,51146112,red,185
train_landmark_files/49445/3633835505.parquet,49445,3633835505,give,95
train_landmark_files/30680/1065140687.parquet,30680,1065140687,on,160
train_landmark_files/37055/149606131.parquet,37055,149606131,stay,205
train_landmark_files/28656/2597887996.parquet,28656,2597887996,balloon,14
train_landmark_files/32319/1958898959.parquet,32319,1958898959,hat,106
train_landmark_files/37055/3706736621.parquet,37055,3706736621,radio,182
train_landmark_files/28656/2549263430.parquet,28656,2549263430,read,184
train_landmark_files/37055/220923823.parquet,37055,220923823,mitten,144
train_landmark_files/37779/2182701916.parquet,37779,2182701916,will,241
train_landmark_files/61333/1150563981.parquet,61333,1150563981,hot,120
train_landmark_files/2044/2323427156.parquet,2044,2323427156,tooth,223
train_landmark_files/16069/150612601.parquet,16069,150612601,blow,25
train_landmark_files/25571/1923725757.parquet,25571,1923725757,table,211
train_landmark_files/4718/3132448390.parquet,4718,3132448390,high,117
train_landmark_files/55372/1875209699.parquet,55372,1875209699,rain,183
train_landmark_files/61333/2572973578.parquet,61333,2572973578,there,216
train_landmark_files/36257/538322881.parquet,36257,538322881,empty,70
train_landmark_files/53618/3446733111.parquet,53618,3446733111,on,160
train_landmark_files/55372/3941986727.parquet,55372,3941986727,open,161
train_landmark_files/16069/798381770.parquet,16069,798381770,penny,169
train_landmark_files/28656/2384934130.parquet,28656,2384934130,dry,65
train_landmark_files/53618/1832560728.parquet,53618,1832560728,grandpa,100
train_landmark_files/55372/3764452812.parquet,55372,3764452812,finger,80
train_landmark_files/4718/3298775129.parquet,4718,3298775129,toy,226
train_landmark_files/25571/2987884937.parquet,25571,2987884937,lips,134
train_landmark_files/37779/4273143207.parquet,37779,4273143207,cat,38
train_landmark_files/49445/2529675891.parquet,49445,2529675891,fast,76
train_landmark_files/36257/2618443721.parquet,36257,2618443721,talk,212
train_landmark_files/62590/882040589.parquet,62590,882040589,milk,142
train_landmark_files/30680/1047094149.parquet,30680,1047094149,nuts,158
train_landmark_files/49445/2127033603.parquet,49445,2127033603,child,42
train_landmark_files/61333/3818299336.parquet,61333,3818299336,dry,65
train_landmark_files/16069/3665069932.parquet,16069,3665069932,later,131
train_landmark_files/25571/2455577351.parquet,25571,2455577351,shhh,194
train_landmark_files/61333/3654292073.parquet,61333,3654292073,yourself,246
train_landmark_files/62590/502320787.parquet,62590,502320787,nose,155
train_landmark_files/27610/1699278665.parquet,27610,1699278665,carrot,37
train_landmark_files/25571/1677441579.parquet,25571,1677441579,bug,32
train_landmark_files/61333/58390344.parquet,61333,58390344,outside,163
train_landmark_files/29302/110559469.parquet,29302,110559469,aunt,10
train_landmark_files/32319/1232032395.parquet,32319,1232032395,milk,142
train_landmark_files/62590/1974329044.parquet,62590,1974329044,sleepy,200
train_landmark_files/49445/753760432.parquet,49445,753760432,chin,43
train_landmark_files/30680/2704266656.parquet,30680,2704266656,eye,72
train_landmark_files/16069/1248284401.parquet,16069,1248284401,for,88
train_landmark_files/62590/864890921.parquet,62590,864890921,hello,113
train_landmark_files/61333/1148301715.parquet,61333,1148301715,yes,244
train_landmark_files/61333/4012896692.parquet,61333,4012896692,down,61
train_landmark_files/55372/3057208002.parquet,55372,3057208002,cute,54
train_landmark_files/30680/2588621040.parquet,30680,2588621040,say,191
train_landmark_files/27610/1264430830.parquet,27610,1264430830,cat,38
train_landmark_files/2044/102890097.parquet,2044,102890097,there,216
train_landmark_files/29302/1143676151.parquet,29302,1143676151,hello,113
train_landmark_files/36257/2632238789.parquet,36257,2632238789,lion,133
train_landmark_files/30680/3856385945.parquet,30680,3856385945,shoe,196
train_landmark_files/25571/4169158826.parquet,25571,4169158826,weus,236
train_landmark_files/61333/3517421598.parquet,61333,3517421598,pretty,178
train_landmark_files/55372/1437045331.parquet,55372,1437045331,better,22
train_landmark_files/2044/3755225895.parquet,2044,3755225895,taste,213
train_landmark_files/25571/962497028.parquet,25571,962497028,same,190
train_landmark_files/16069/1851728903.parquet,16069,1851728903,can,35
train_landmark_files/27610/1047704230.parquet,27610,1047704230,shirt,195
train_landmark_files/2044/702396437.parquet,2044,702396437,not,156
train_landmark_files/2044/1151409856.parquet,2044,1151409856,why,240
train_landmark_files/55372/1459043471.parquet,55372,1459043471,clown,49
train_landmark_files/61333/2341977578.parquet,61333,2341977578,hesheit,115
train_landmark_files/53618/4025479736.parquet,53618,4025479736,hesheit,115
train_landmark_files/55372/3047637978.parquet,55372,3047637978,loud,137
train_landmark_files/29302/708390332.parquet,29302,708390332,cat,38
train_landmark_files/61333/1022328820.parquet,61333,1022328820,face,73
train_landmark_files/4718/2907808925.parquet,4718,2907808925,face,73
train_landmark_files/53618/67313721.parquet,53618,67313721,airplane,2
train_landmark_files/22343/1679005108.parquet,22343,1679005108,hat,106
train_landmark_files/55372/3443789148.parquet,55372,3443789148,blow,25
train_landmark_files/30680/1808137649.parquet,30680,1808137649,rain,183
train_landmark_files/28656/1916177476.parquet,28656,1916177476,backyard,12
train_landmark_files/37055/2593848348.parquet,37055,2593848348,tomorrow,221
train_landmark_files/2044/3091011782.parquet,2044,3091011782,mouse,148
train_landmark_files/22343/2116533082.parquet,22343,2116533082,moon,146
train_landmark_files/34503/2654422264.parquet,34503,2654422264,fast,76
train_landmark_files/22343/68034457.parquet,22343,68034457,dryer,66
train_landmark_files/25571/1470512210.parquet,25571,1470512210,story,208
train_landmark_files/37779/331643599.parquet,37779,331643599,listen,135
train_landmark_files/53618/2136970061.parquet,53618,2136970061,goose,98
train_landmark_files/49445/3872548546.parquet,49445,3872548546,cat,38
train_landmark_files/55372/1073002395.parquet,55372,1073002395,please,173
train_landmark_files/28656/1415233606.parquet,28656,1415233606,chair,40
train_landmark_files/53618/1042874485.parquet,53618,1042874485,TV,0
train_landmark_files/27610/1602730195.parquet,27610,1602730195,puppy,179
train_landmark_files/29302/4252919588.parquet,29302,4252919588,jacket,125
train_landmark_files/53618/1687875088.parquet,53618,1687875088,thirsty,218
train_landmark_files/61333/176540747.parquet,61333,176540747,mouse,148
train_landmark_files/26734/2962820906.parquet,26734,2962820906,hungry,121
train_landmark_files/27610/2427469404.parquet,27610,2427469404,animal,5
train_landmark_files/61333/745339545.parquet,61333,745339545,stuck,209
train_landmark_files/61333/3596198077.parquet,61333,3596198077,puzzle,180
train_landmark_files/29302/3516753778.parquet,29302,3516753778,say,191
train_landmark_files/61333/1619747001.parquet,61333,1619747001,empty,70
train_landmark_files/27610/516745777.parquet,27610,516745777,minemy,143
train_landmark_files/16069/1989475963.parquet,16069,1989475963,shhh,194
train_landmark_files/53618/3939316412.parquet,53618,3939316412,like,132
train_landmark_files/28656/917935961.parquet,28656,917935961,yucky,247
train_landmark_files/32319/4053954629.parquet,32319,4053954629,jump,127
train_landmark_files/49445/1556716510.parquet,49445,1556716510,refrigerator,186
train_landmark_files/26734/2810032408.parquet,26734,2810032408,icecream,122
train_landmark_files/28656/3829883644.parquet,28656,3829883644,finger,80
train_landmark_files/22343/1045643325.parquet,22343,1045643325,callonphone,34
train_landmark_files/4718/3831970265.parquet,4718,3831970265,grandma,99
train_landmark_files/27610/2891390678.parquet,27610,2891390678,potty,176
train_landmark_files/49445/3518314922.parquet,49445,3518314922,toy,226
train_landmark_files/55372/1593516708.parquet,55372,1593516708,lion,133
train_landmark_files/37055/3207848044.parquet,37055,3207848044,cute,54
train_landmark_files/37779/4233758228.parquet,37779,4233758228,garbage,91
train_landmark_files/34503/707007486.parquet,34503,707007486,clown,49
train_landmark_files/37779/1458917223.parquet,37779,1458917223,fish,84
train_landmark_files/37779/311780758.parquet,37779,311780758,person,170
train_landmark_files/49445/3458130917.parquet,49445,3458130917,after,1
train_landmark_files/53618/591876955.parquet,53618,591876955,kiss,128
train_landmark_files/34503/3951248392.parquet,34503,3951248392,flag,85
train_landmark_files/30680/1881938758.parquet,30680,1881938758,because,16
train_landmark_files/61333/3513326359.parquet,61333,3513326359,orange,162
train_landmark_files/36257/4111790872.parquet,36257,4111790872,hot,120
train_landmark_files/36257/2787394279.parquet,36257,2787394279,hair,104
train_landmark_files/61333/3300067373.parquet,61333,3300067373,toy,226
train_landmark_files/37055/3808622886.parquet,37055,3808622886,store,207
train_landmark_files/32319/1017105712.parquet,32319,1017105712,mouse,148
train_landmark_files/30680/1854347800.parquet,30680,1854347800,wet,235
train_landmark_files/30680/3339228485.parquet,30680,3339228485,apple,8
train_landmark_files/61333/4131918592.parquet,61333,4131918592,cry,52
train_landmark_files/26734/280780904.parquet,26734,280780904,story,208
train_landmark_files/16069/1567586574.parquet,16069,1567586574,fish,84
train_landmark_files/36257/4238317063.parquet,36257,4238317063,aunt,10
train_landmark_files/32319/79295213.parquet,32319,79295213,pencil,168
train_landmark_files/49445/3790408437.parquet,49445,3790408437,carrot,37
train_landmark_files/16069/2379584986.parquet,16069,2379584986,rain,183
train_landmark_files/34503/2900897476.parquet,34503,2900897476,drawer,62
train_landmark_files/4718/3988402616.parquet,4718,3988402616,yes,244
train_landmark_files/16069/834156235.parquet,16069,834156235,balloon,14
train_landmark_files/28656/1089538552.parquet,28656,1089538552,fall,74
train_landmark_files/18796/3512320868.parquet,18796,3512320868,yourself,246
train_landmark_files/27610/833886110.parquet,27610,833886110,cereal,39
train_landmark_files/37779/1404870714.parquet,37779,1404870714,cheek,41
train_landmark_files/28656/2266161139.parquet,28656,2266161139,dirty,57
train_landmark_files/22343/2171583567.parquet,22343,2171583567,where,237
train_landmark_files/36257/3949971306.parquet,36257,3949971306,dryer,66
train_landmark_files/32319/4113930960.parquet,32319,4113930960,into,124
train_landmark_files/37779/337626520.parquet,37779,337626520,closet,47
train_landmark_files/29302/1762569357.parquet,29302,1762569357,dad,55
train_landmark_files/62590/3190026966.parquet,62590,3190026966,white,238
train_landmark_files/61333/1793629830.parquet,61333,1793629830,tree,227
train_landmark_files/30680/293212902.parquet,30680,293212902,high,117
train_landmark_files/28656/542794926.parquet,28656,542794926,first,83
train_landmark_files/16069/2894896352.parquet,16069,2894896352,close,46
train_landmark_files/2044/1174960111.parquet,2044,1174960111,give,95
train_landmark_files/62590/3457666897.parquet,62590,3457666897,dryer,66
train_landmark_files/32319/803773710.parquet,32319,803773710,dog,58
train_landmark_files/16069/3489933663.parquet,16069,3489933663,callonphone,34
train_landmark_files/28656/1592736342.parquet,28656,1592736342,pretty,178
train_landmark_files/32319/319393201.parquet,32319,319393201,pizza,172
train_landmark_files/22343/4186309751.parquet,22343,4186309751,up,230
train_landmark_files/4718/1634462584.parquet,4718,1634462584,touch,225
train_landmark_files/22343/877163731.parquet,22343,877163731,gift,92
train_landmark_files/25571/2483812869.parquet,25571,2483812869,nuts,158
train_landmark_files/37055/828045440.parquet,37055,828045440,bad,13
train_landmark_files/49445/3230787924.parquet,49445,3230787924,sticky,206
train_landmark_files/62590/1166889834.parquet,62590,1166889834,horse,119
train_landmark_files/30680/600218146.parquet,30680,600218146,icecream,122
train_landmark_files/37779/3787642804.parquet,37779,3787642804,police,174
train_landmark_files/62590/1950195189.parquet,62590,1950195189,cat,38
train_landmark_files/4718/218043938.parquet,4718,218043938,see,193
train_landmark_files/26734/2566139942.parquet,26734,2566139942,blow,25
train_landmark_files/4718/1983356979.parquet,4718,1983356979,store,207
train_landmark_files/25571/1378123650.parquet,25571,1378123650,later,131
train_landmark_files/34503/1079852983.parquet,34503,1079852983,underwear,229
train_landmark_files/29302/238970140.parquet,29302,238970140,sun,210
train_landmark_files/37055/2301642143.parquet,37055,2301642143,lips,134
train_landmark_files/37779/413198.parquet,37779,413198,zipper,249
train_landmark_files/27610/3778130157.parquet,27610,3778130157,wolf,242
train_landmark_files/34503/1069122402.parquet,34503,1069122402,room,188
train_landmark_files/27610/2247888566.parquet,27610,2247888566,dryer,66
train_landmark_files/29302/1117086675.parquet,29302,1117086675,please,173
train_landmark_files/37055/1069519893.parquet,37055,1069519893,TV,0
train_landmark_files/61333/1874248313.parquet,61333,1874248313,blow,25
train_landmark_files/30680/1357754772.parquet,30680,1357754772,water,234
train_landmark_files/61333/794306100.parquet,61333,794306100,have,108
train_landmark_files/61333/3425841609.parquet,61333,3425841609,loud,137
train_landmark_files/26734/1329135860.parquet,26734,1329135860,garbage,91
train_landmark_files/32319/4217904335.parquet,32319,4217904335,finger,80
train_landmark_files/30680/3579094131.parquet,30680,3579094131,grass,101
train_landmark_files/53618/4292531065.parquet,53618,4292531065,have,108
